Ref ID,Renewable Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,"Connection to communal, district or campus heat network","New, renovation or expansion of existing heat network",Number of customer connections,Number of buildings,"Types of Building (domestic, non domestic or mixed)",Types of buildings,Technology Type,Secondary plant technology,Third plant technology,Backup plant technology,Installed Capacity (MWelec),Installed Generation Capacity (MW thermal),Primary Fuel type,Heat Source,Temperature of heat supply (Celsius),Heat Storage,Heat Storage (Volume m3),Heat Enabled,Cooling Enabled,CHP Enabled,Length of distribution network in m,Average diameter of pipes in mm,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Decommissioned / Abandoned / No Application Made
8627,,10/03/2021,City of London Corporation,Salisbury Square Development,District,,,,,,EfW Incineration,Gas Fired CHP,,Gas Boiler,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,West Midlands,West Midlands,England,,,,,,,,,,,,,,,,,,,,,,,,
8629,,10/03/2021,Acton Gardens LLP,Acton Gardens Phase 7.2,District,,,,,,EfW Incineration,Gas Fired CHP,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,"Four Ashes Industrial Estate, Four Ashes, Wolverhampton",Staffordshire,West Midlands,England,,,,,,,,,,,,,,,,,,,,,,,,
8630,,10/03/2021,Premiere Real Estate Developments Limited,"Rosebank Way, Acton - 23 Flats",District,,,,,,Gas Fired CHP,Water Source Heat Pumps,,Gas Boiler,0.25,0.86,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Trafford Park,Greater Manchester,North West,England,,,,,,,,,,,,,,,,,,,,,,,,
8631,,10/03/2021,Royal Borough of Greenwich Property Group,Kidbrooke Park Road Flats,Communal,,4,,,,Biomass (dedicated),,,,0.25,,Woodchip/Pellet,,,,,Yes,,No,300.00,,Pre-Planning,Pre-Planning,Tregaron,Ceredigion,Wales,Wales,,,,,,,,,,,,,,,,,,,,,,,,
8632,,10/03/2021,Catalyst Housing Group ,"Wornington Green Estate - Phase 2B, Block 6 - 230 Housing Units",District,,,,Non Domestic,"Industrial, Office",Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Crawley,West Sussex,South East,England,,,,,,,,,,,,,,,,,,,,,,,,
8633,,10/03/2021,London Borough of Lambeth,Olive Morris House - 74 Flats & Retail Unit,District,,,,,,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Bridgend  ,Mid Glamorgan,Wales,Wales,,,,,,,,,,,,,,,,,,,,,,,,
8634,,10/03/2021,L&S Student Limited,333-337 New Cross Road - Student Accommodation,District,,,,Non Domestic,Industrial,Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,"Rassau Estate, Ebbw Vale",Gwent,Wales,Wales,,,,,,,,,,,,,,,,,,,,,,,,
8635,,10/03/2021,Southwark Charities,216-220 Blackfriars Road - 62 Apartments & Office/Community Areas,District,,,,,,Biomass (dedicated),Gas Fired CHP,,,0.50,2.3,Woodchip/Pellet,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Aberystwyth,Ceredigion,Wales,Wales,,,,,,,,,,,,,,,,,,,,,,,,
8636,,10/03/2021,Chafford Hundred Freehold Limited,"Howard Road, Chafford Hundred",District,,,,,,Biomass (dedicated),Gas Fired CHP,,Gas Boiler,1.00,,Woodchip/Pellet,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Ebbw Vale Enterprise Zone,Gwent,Wales,Wales,,,,,,,,,,,,,,,,,,,,,,,,
8637,,10/03/2021,London Borough of Brent,Wembley High Road  Mixed Development,District,,,,,,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Corby Town Centre,Northamptonshire,East Midlands,England,,,,,,,,,,,,,,,,,,,,,,,,
8638,,10/03/2021,Telford Homes Plc,Stratford International Mixed Development,District,,,,,,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Newport  ,Isle of Wight,South East,England,,,,,,,,,,,,,,,,,,,,,,,,
8639,,10/03/2021,Westminster City Council,Carlton Dene - 65 Extra Care Flats & 22 Flats,District,,,,,,Water Source Heat Pumps,Water Source Heat Pumps,,,2.00,,Electric,,,,,Yes,Yes,No,,,Pre-Planning,Pre-Planning,Durham Town Centre,Tyne And Wear,North East,England,,,,,,,,,,,,,,,,,,,,,,,,
8640,,10/03/2021,Salmon Harvester Properties,The Wycliffe Centre Redevelopment,District,,,,,,Biofuel CHP,,,Gas Boiler,1.06,1.275,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,"Merz Court, Newcastle",Tyne And Wear,North East,England,,,,,,,,,,,,,,,,,,,,,,,,
8641,,10/03/2021,Nottingham University Hospitals NHS Trust,Nottingham University Hospitals Energy Centre,District,,,,,,Gas Fired CHP,Gas Boiler,,,5.80,4.5,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,"Daresbury, Halton",Lancashire,North West,England,,,,,,,,,,,,,,,,,,,,,,,,
8642,,10/03/2021,Galliard Homes Limited,"The Stage, Shoreditch Offices",District,,,,,,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Southall,London,London,England,,,,,,,,,,,,,,,,,,,,,,,,
8643,,10/03/2021,Cambridgeshire County Council,Comberton Village College,District,,,,,,EfW Incineration,Gas Fired CHP,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,40000.00,,Pre-Planning,Pre-Planning,,South Yorkshire,Yorkshire and Humber,England,,,,,,,,,,,,,,,,,,,,,,,,
8644,,10/03/2021,Manchester University NHS Foundation Trust (North Western RHA),"Manchester Royal Infirmary, Project RED - Extension",District,,,,,,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Westminster,London,London,England,,,,,,,,,,,,,,,,,,,,,,,,
8645,,10/03/2021,Far East Consortium International Limited,"Consort Place, Alpha Square South Quay",District,,,,,,Gas Fired CHP,Gas Boiler,,,6.60,13,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Chesterfield,Derbyshire,East Midlands,England,,,,,,,,,,,,,,,,,,,,,,,,
8646,,10/03/2021,Feather Foot Holdings Limited,Ferensway & Prospect Street,District,,,,,,EfW Incineration,Gas Fired CHP,Water Source Heat Pumps,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,"Newport Harbour, Newport",Isle of Wight,South East,England,,,,,,,,,,,,,,,,,,,,,,,,
8647,,10/03/2021,Formby Leisure Holdings Limited,Formby Hall Golf Club - Expansion,District,,,,,,EfW Incineration,Gas Fired CHP,Water Source Heat Pumps,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,Gwent,Wales,Wales,,,,,,,,,,,,,,,,,,,,,,,,
8648,,10/03/2021,The Crichton Trust,"Merick House, The Crichton ",District,,,,Mixed,Offices/Hotels/Residential/School,Water Source Heat Pumps,Gas Fired CHP,,Gas Boiler,3.00,,Electric,,,,,Yes,,Yes,1600.00,,Pre-Planning,Pre-Planning,,South Gloucestershire,South West,England,,,,,,,,,,,,,,,,,,,,,,,,
8649,,10/05/2024,Sundial Properties Limited,1-5 Baltic Street - Mixed Use Development,District,Renovation,,,,Not Specified,Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,No Application Required,No Application Required,"Redcliffe, Bristol",South Gloucestershire,South West,England,BS1 6PJ,359263,172180,"Bristol, City of",,,,,,,,,,,,,,,,,,,,
8650,,10/03/2021,Scotsbridge Holdings Limited / Newton Mearns Projects Limited,"Netherplace, Newton Mearns - Whitecraigs Retirement Village",District,,,,,,EfW Incineration,Gas Fired CHP,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,South Gloucestershire,South West,England,,,,,,,,,,,,,,,,,,,,,,,,
8651,,10/03/2021,Alun & Carys Ress.,Greengrove - 3 Holiday Lets,Communal,,,,Mixed,Residential/Care Facility/School,Ground Source Heat Pumps,Gas Fired CHP,,,0.58,0.389,Electric,Shallow Geothermal,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,Cheshire,North West,England,,,,,,,,,,,,,,,,,,,,,,,,
8652,,10/03/2021,London Borough of Ealing Council / Green Man Lane LLp,Green Man Lane Estate - 69 Flats & 23 Houses Phases 6a & b,District,,,,,,Gas Fired CHP,,,,8.80,8.2,Gas,,,,,Yes,,Yes,1800.00,,Pre-Planning,Pre-Planning,"Newcastle Civic Quarter, Newcastle-upon-Tyne",Tyne And Wear,North East,England,,,,,,,,,,,,,,,,,,,,,,,,
8653,,10/03/2021,University of Birmingham,University of Birmingham Expansion - 496 Student Rooms,District,,,,,,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Oxford City Centre,Oxfordshire,South East,England,,,,,,,,,,,,,,,,,,,,,,,,
8654,,10/03/2021,Excelsior Properties Limited / Golders Green Properties Llp,Golders Green Road - 111 Flats,District,,,,,,Gas Fired CHP,Gas Boiler,,,17.40,22.3,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,Swindon Town Centre,Wiltshire,South West,England,,,,,,,,,,,,,,,,,,,,,,,,
8655,,10/03/2021,Dacorum Borough Council,Paradise Fields,District,,,,,,Gas Fired CHP,,,,2.50,,Gas,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,North Peckham,London,London,England,,,,,,,,,,,,,,,,,,,,,,,,
8656,,10/03/2021,Castleforge Partners ,Bromley Town Hall Redevelopment,District,,,,,,Water Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Pre-Planning,Pre-Planning,,South Gloucestershire,South West,England,,,,,,,,,,,,,,,,,,,,,,,,
8657,,09/01/2023,Vistry Partnerships,Belmont Street Site - 115 Flats,District,New,,,,Unspecified,Water Source Heat Pumps,,,,,,Electric,Deep Geothermal - Mine Water,,,,Yes,,No,,,Under Construction,Under Construction,Various Locations Throughout Bedminster,South Gloucestershire,South West,England,,,,,,,,,,,,,,,,,07/04/2021,,,,,,,
8658,,10/03/2021,Charles Edwards Limited,"Stanford House, Nestles Avenue - 103 Flats",District,,,,,,Ground Source Heat Pumps,Water Source Heat Pumps,Gas Fired CHP,Gas Boiler,9.00,4,Electric,Shallow Geothermal,,Yes,300.00,Yes,,Yes,,,Pre-Planning,Pre-Planning,,London,London,England,,,,,,,,,,,,,,,,,,,,,,,,
8659,,10/03/2021,Catford Timber Company,"Catford Timer Yard, Rushey Green ",District,,,,,,Ground Source Heat Pumps,Gas Fired CHP,,,,,Electric,Shallow Geothermal,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,London,London,England,,,,,,,,,,,,,,,,,,,,,,,,
8660,,10/03/2021,Earth Residential / Ossory Road Llp / PSP Partnership,Ossory Road - Light Industrial & 71 Flats,District,,,,,,Water Source Heat Pumps,Gas Fired CHP,,Gas Boiler,,,Electric,,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,Tyne And Wear,North East,England,,,,,,,,,,,,,,,,,,,,,,,,
8661,,17/11/2021,Paragon Asra Housing Limited,High Street - 113 Flats,District,,15000,,Mixed,Residential / Education / Retail / Office,Water Source Heat Pumps,,,,,,Electric,Deep Geothermal - Mine Water,,,,Yes,,No,,,Pre-Planning,Pre-Planning,"South Seaham Garden Village, S/O A182 Seaham County, Durham",County Durham,North East,England,DH6 2EW,437126,542094,County Durham,,,,,,,,,,,,,,,,,,,,
8662,,10/03/2021,Urbanest Limited,"2 Trafalgar Way Redevelopment, Tower Hamlets",District,,,,,,EfW Incineration,Gas Fired CHP,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,2500.00,,Pre-Planning,Pre-Planning,,West Yorkshire,Yorkshire and Humber,England,,,,,,,,,,,,,,,,,,,,,,,,
8663,,10/03/2021,Selborne One Limited,The Mall Walthamstow Redevelopment,District,,,,,,EfW Incineration,Gas Boiler,,,26.30,,Gas,Heat from Energy from Waste Plants,,Yes,150.00,Yes,,No,,,Pre-Planning,Pre-Planning,,Bedfordshire,Eastern,England,,,,,,,,,,,,,,,,,,,,,,,,
8664,,10/03/2021,Westmede Properties Limited,Church Gate - 243 Apartments,District,,,,,,EfW Incineration,Gas Boiler,,,26.30,,Gas,Heat from Energy from Waste Plants,,Yes,150.00,Yes,,No,,,Pre-Planning,Pre-Planning,,Bedfordshire,Eastern,England,,,,,,,,,,,,,,,,,,,,,,,,
8665,,10/03/2021,Eden (Downlands) Limited,Downlands Park - 70 Extra Care Apartments and 15 Cottages,District,,,,Mixed,Residential/Commercial/Retail/Industrial,EfW Incineration,Gas Fired CHP,,,,28.6,Gas,Heat from Energy from Waste Plants,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,Kent,South East,England,,,,,,,,,,,,,,,,,,,,,,,,
8666,,10/03/2021,Lendlease Limited / Hungate (York) Regeneration,Hungate Development Site - Block H - 226 Apartments,District,,,,,,EfW Incineration,Gas Boiler,,,26.30,,Gas,Heat from Energy from Waste Plants,,Yes,150.00,Yes,,No,,,Pre-Planning,Pre-Planning,,Bedfordshire,Eastern,England,,,,,,,,,,,,,,,,,,,,,,,,
8667,,10/03/2021,Watkin Jones & Sons ,"Lower Bristol Road - 343 Apartments, 340 Student Bedrooms & Retail Floorspace",Communal,,,,,,Water Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Pre-Planning,Pre-Planning,,Somerset,South West,England,,,,,,,,,,,,,,,,,,,,,,,,
8668,,10/03/2021,Bristol City Council,"Bonnington Walk, Lockleaze - 111 Houses & 74 Flats",District,,,,,,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Pre-Planning,Pre-Planning,,West Sussex,South East,England,,,,,,,,,,,,,,,,,,,,,,,,
8669,,10/03/2021,Sutton Harbour Group,"Sugar Quay, Sutton Harbour - 170 Flats & Commercial",District,,1500,,Domestic,Residential,Water Source Heat Pumps,,Gas Fired CHP,,,,Electric,Deep Geothermal - Mine Water,,,,Yes,,Yes,,,Pre-Planning,Pre-Planning,,Tyne And Wear,North East,England,,,,,,,,,,,,,,,,,,,,,,,,
8671,,10/03/2021,Sutton Harbour Group,Sutton Road - 111 Apartments,District,,,,,,Air Source Heat Pumps,Ground Source Heat Pumps,,,180.00,80,Electric,,,,,Yes,Yes,No,,,Pre-Planning,Pre-Planning,,London,London,England,,,,,,,,,,,,,,,,,,,,,,,,
8672,,10/03/2021,Marina Developments Limited,"Maritime Walk, Ocean Way - 223 Flats",Communal,,,,,,Gas Fired CHP,Gas Boiler,,,0.96,0.389,Gas,,,Yes,50.00,Yes,,Yes,,,Pre-Planning,Pre-Planning,Crewe Town Centre,Cheshire,North West,England,,,,,,,,,,,,,,,,,,,,,,,,
8674,,19/04/2022,The City Of Edinburgh Council,Marine Drive - 444 Flats,Communal,New,160,6,Mixed,"Residential, Retail, Museum, Gym, Community Hub",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,Former Shredded Wheat Factory,Hertfordshire,Eastern,England,AL7 1RR,524215,212958,Welwyn Hatfield,6/2021/0181/MAJ,,,,,05/02/2021,,,,,,,,,,,,,,
8675,,19/04/2022,J&T Real Estate,Triptych Bankside - 185 Park Street - Apartments/Offices/Retail,Communal,New,438,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,Former Shredded Wheat Factory,Hertfordshire,Eastern,England,AL7 1RR,524215,212958,Welwyn Hatfield,6/2021/0181/MAJ,,,,,05/02/2021,,,,,,,,,,,,,,
8676,,22/03/2021,Berkeley Homes (Southern) Limited,"Oval Gas Works, Kennington Oval - 738 Flats, Offices & Cafe",District,New,156,4,Domestic,Residential,Air Source Heat Pumps,,,Gas Boiler,,,Electric,,65.00,,,Yes,,No,,,Under Construction,Under Construction,"12 Thames Road, Barking",Essex,London,England,IG11 0HZ,546093,182732,Barking and Dagenham,19/01970/FUL,,,,,23/12/2019,,,,,,,23/04/2020,,,,,,,
8679,,22/03/2021,London Borough Of Tower Hamlets,Wickford Street - 33 Apartments & Offices,District,New,74,4,Domestic,Care Village,Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Crow Gables, 131 Fairmile Lane, Cobham",Surrey,South East,England,KT11 2BU,511932,161118,Elmbridge,2019/0329,,,,,05/02/2019,,,,,,,29/04/2019,,,,,,,
8680,,05/07/2022,Birchgrove Services Llp,Ayrton House - 60 Retirement Apartment,District,Expansion,92,3,Domestic,Residential,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Operational,Operational,"218 Auchmill Road, Aberdeen",Grampian,Scotland,Scotland,AB21 9NB,390376,809332,Aberdeen City,191460/DPP,,,,,24/09/2019,,,,,,,20/03/2020,,,,,,01/10/2022,
8681,,01/03/2022,London Borough of Redbridge,"48 Shakespeare Square, Hainault - 24 Flats",District,New,235,2,Mixed,"Residential, Office, Retail, Restaurant",Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"6-44 Station Road And Queens Hall Car Park, Poplar Walk, Croydon",Surrey,London,England,CR0 2RB,532206,166072,Croydon,15/01419/P,,,,,31/03/2015,,,,,,,31/03/2017,,,,,,,
8683,,11/01/2022,University Hospitals of Morcambe Bay NHS Trust,Royal Lancaster Infirmary - Energy Centre,Campus,New,1,3,Non Domestic,Student Accommodation,Gas Fired CHP,,,Gas Boiler,,0.142,Gas,,,,,Yes,Yes,Yes,,,Operational,Operational,"Emperor House & Roman Wall House, 35-36 Vine Street & 1-2 Crutched Friars, City",London,London,England,EC3N 2HT,533564,181006,City of London,17/00239/FULMAJ,,,,,24/03/2017,,,,,,,09/11/2017,,,,,,01/11/2021,
8685,,24/03/2021,Hadley Property Group Limited/Hadley Group,Former homebase High Road - 568 Flats,District,New,142,3,Domestic,Residential,Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,Operational,Operational,"Castle House & Rome House, 119-127 Gordon Road, West Ealing",London,London,England,W13 8QD,516846,180863,Ealing,P/2015/4089,,,,,12/08/2015,,,,,,,20/02/2017,,,,,,31/12/2021,
8686,,10/05/2022,Renfrewshire Council,Abbotsinch Road - Energy Centre,District,New,153,3,Mixed,"Residential, Retail, Restaurant, Community Hub",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,Yes,,,Planning Application Submitted,Application Submitted,"High Lane Estate, Ealing",London,London,England,W7 3QY,514989,181415,Ealing,210009OUT,,,,,18/12/2020,,,,,,,,,,,,,,
8687,,06/01/2023,London Borough of Hounslow,Rose Gardens - 42 Flats,District,New,353,3,Domestic,Residential,Gas Fired CHP,,,,0.20,,Gas,,,,,Yes,,Yes,,,Operational,Operational,"Argos Homebase Superstore, Western Avenue, Acton",London,London,England,W3 7XX,521514,180843,Ealing,178944FUL,,,,,20/12/2017,,,,,,,,,,,,,01/09/2022,
8688,,24/03/2021,AC Watson Farms,Balring Farm - Combined heat power unit,Communal,New,7,1,Mixed,"Residential, Retail, Hotel",Air Source Heat Pumps,Water Source Heat Pumps,,Gas Boiler,,,Electric,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Holiday Inn London West, 4 Portal Way. Acton",London,London,England,W3 6RT,520613,181659,Ealing,191854OPDFUL,,,,,23/04/2019,,,,,,,04/02/2020,,,,,,,
8689,,11/01/2022,BCBC - Sustainable Development,Bridgend Life Centre - District Heat Network Energy Centre,District,New,349,5,Mixed,"Residential, Medical Centre, Retail, Community Hub",Gas Fired CHP,Air Source Heat Pumps,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Alma Estate, Enfield",London,London,England,EN3 4QL,535917,195651,Enfield,17/04748/RM,,,,,15/11/2017,,,,,,,24/04/2018,,,,,01/09/2018,,
8690,,04/03/2024,Kingscote Valley Ltd.,Moatlands - Ground Source Heat Pump system,District,Expansion,200,3,Domestic,Residential,Gas Fired CHP,,,Gas Boiler,,,Gas,,,,,Yes,,Yes,,,Appeal Granted,Awaiting Construction,"Southgate Office Village, 286 Chase Road, Southgate",London,London,England,N14 6HF,529758,194437,Enfield,19/01941/FUL,21/00054/REFUSE,,,,03/06/2019,,15/09/2020,12/03/2021,,,14/12/2021,14/12/2021,,,,,,,
8691,,24/03/2021,Haringey Council,Cornwall Road Flats,Communal,New,93,1,Domestic,Residential,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"South East London Aquatic Centre, Europe Road, Woolwich",London,London,England,SE18 5QN,542809,179160,Greenwich,11/1584/F,,,,,07/07/2011,,,,,,,30/03/2012,,,,,,,
8692,,09/01/2023,3TQ Limited,Turnberry Quay ,District,New,439,3,Mixed,"Residential, Unspecified Commercial",Gas Fired CHP,,,,,0.76,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"M&S White City Site, 54 Wood Lane, Shepherds Bush",London,London,England,W12 7RQ,523362,180675,Hammersmith and Fulham,2014/04726/OUT,,,,,03/10/2014,,,,,,,16/12/2015,,,,,,,
8693,,24/03/2021,Barclays Execution Services Limited,"Barclays Glasgow Campus, Plot 4",District,New,415,2,Domestic,Residential,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Imperial Road, Fulham Gasworks And Imperial Wharf, Fulham",London,London,England,,526199,176668,Hammersmith and Fulham,2018/02929/FUL,,,,,03/09/2018,,,,,,,01/12/2017,,,,,,,
8694,,09/01/2023,Arete Outdoor Education Centre,Bryn Yr Eryr - Ground source heat pump,District,New,250,2,Mixed,"Residential, Retail",Gas Fired CHP,,,,,0.31,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Hale Wharf, Ferry Lane, Tottenham",London,London,England,N17 9NF,534818,189551,Haringey,HGY/2016/1719,,,,,07/06/2016,,,,,,,12/06/2017,,,,,,,
8695,,05/03/2022,East Riding Of Yorkshire Council,Beverley District Heating Network,District,New,245,7,Domestic,Residential,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Hale Wharf, Ferry Lane, Tottenham",London,London,England,N17 9NF,534818,189551,Haringey,HGY/2018/2351,,,,,06/08/2018,,,,,,,10/09/2018,,,,,,,
8696,,06/01/2023,Aitch Group,Crabtree Manorway South Development,Communal,New,40,1,Domestic,Residential,Gas Fired CHP,Air Source Heat Pumps,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Westbury Estate, South Lambeth",London,London,England,SW8 3DH,529294,176331,Lambeth,17/06112/FUL,,,,,20/12/2017,,,,,,,,,,,,,,
8699,,30/11/2021,Notting Hill Genesis Head Office,"Grahame Park, Stage B - Plot A",Communal,New,59,1,Mixed,"Residential, Dentist, Retail, Gym",Gas Fired CHP,Gas Boiler,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"`117 - 125 Bayswater Road, 2 - 6 Queensway, Consort House And 7 Fosbury Mews & Consort House, Paddington",London,London,England,W2 3JH,525955,180628,Westminster,15/10671/FULL,,,,,04/12/2015,,,,,,,02/03/2017,,,,,,,
8701,,17/10/2022,Greenwich Millennium Village Limited,"Greenwich Millennium Village, Plot 202",Communal,New,1400,,Non Domestic,Student Accommodation,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Rusham Park, Whitehall Lane, Egham",Surrey,South East,England,TW20 9NW,500613,170148,Runnymede,RU.20/0098,,,,,10/01/2020,,,,,,,13/09/2022,,,,13/09/2024,,,
8702,,06/01/2023,City of London Corporation,York Way Estate - 91 Flats & Community Centre,District,New,,,Mixed,Unspecified,Gas Fired CHP,,,Gas Boiler,6.00,,Gas,,,,,Yes,,Yes,,,Operational,Operational,"Poole Road, Goldsworth Road & Church Street West, Woking",Surrey,South East,England,GU21 6DY,500186,158489,Woking,PLAN/2016/1444,,,,,30/12/2016,,,,,,,26/03/2021,,,,,,01/07/2021,
8703,,01/12/2022,Ocubis Limited,36-46 Albert Embankment,District,New,699,,Mixed,"Residential, Nursery, Unspecified Commercial",Gas Fired CHP,,,,1.20,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"Sheerwater Estate, Albert Drive, Sheerwater, Woking",Surrey,South East,England,GU21 5UA,502932,160337,Woking,PLAN/2018/0337,,,,,29/03/2018,,,,,,,24/07/2020,,,,,,,
